Date,Day_of_Week,Item_ID,Item_Name,Category,Unit_Price_LKR,Discount_Applied,Starting_Stock,Quantity_Sold,Closing_Stock,Total_Revenue_LKR,Is_Holiday_Season
2025-02-21,Friday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,82,28,54,10640.0,0
2025-02-21,Friday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,186,18,168,20700.0,0
2025-02-21,Friday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,61,12,49,9000.0,0
2025-02-21,Friday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,49,38,11,9500.0,0
2025-02-21,Friday,SNA-002,Maliban Lemon Puff,Snacks,300,10%,82,31,51,8370.0,0
2025-02-21,Friday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,10%,169,20,149,3960.0,0
2025-02-21,Friday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,147,22,125,18700.0,0
2025-02-21,Friday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,178,17,161,7650.0,0
2025-02-21,Friday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,236,13,223,2990.0,0
2025-02-21,Friday,PER-002,Lifebuoy Soap,Personal Care,150,0%,89,34,55,5100.0,0
2025-02-22,Saturday,GRO-001,Keeri Samba 5kg,Grocery,1250,10%,42,15,27,16875.0,0
2025-02-22,Saturday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,142,23,119,25300.0,0
2025-02-22,Saturday,GRO-003,Mysore Dhal 1kg,Grocery,380,10%,54,46,8,15732.0,0
2025-02-22,Saturday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,168,30,138,34500.0,0
2025-02-22,Saturday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,49,15,34,11250.0,0
2025-02-22,Saturday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,211,49,162,12250.0,0
2025-02-22,Saturday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,51,40,11,12000.0,0
2025-02-22,Saturday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,149,26,123,5720.0,0
2025-02-22,Saturday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,125,30,95,25500.0,0
2025-02-22,Saturday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,161,26,135,11700.0,0
2025-02-22,Saturday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,223,26,197,5980.0,0
2025-02-22,Saturday,PER-002,Lifebuoy Soap,Personal Care,150,0%,55,32,23,4800.0,0
2025-02-23,Sunday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,227,16,211,20000.0,0
2025-02-23,Sunday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,119,33,86,36300.0,0
2025-02-23,Sunday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,208,60,148,22800.0,0
2025-02-23,Sunday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,138,33,105,37950.0,0
2025-02-23,Sunday,DAI-002,Kotmale Butter 200g,Dairy,750,10%,234,21,213,14175.0,0
2025-02-23,Sunday,SNA-001,Munchee Super Cream Cracker,Snacks,250,10%,162,40,122,9000.0,0
2025-02-23,Sunday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,211,29,182,8700.0,0
2025-02-23,Sunday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,123,33,90,7260.0,0
2025-02-23,Sunday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,95,21,74,17850.0,0
2025-02-23,Sunday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,135,16,119,7200.0,0
2025-02-23,Sunday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,197,16,181,3680.0,0
2025-02-23,Sunday,PER-002,Lifebuoy Soap,Personal Care,150,0%,223,30,193,4500.0,0
2025-02-24,Monday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,211,12,199,15000.0,0
2025-02-24,Monday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,86,17,69,18700.0,0
2025-02-24,Monday,GRO-003,Mysore Dhal 1kg,Grocery,380,10%,148,25,123,8550.0,0
2025-02-24,Monday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,10%,105,25,80,25875.0,0
2025-02-24,Monday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,213,6,207,4500.0,0
2025-02-24,Monday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,122,34,88,8500.0,0
2025-02-24,Monday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,182,24,158,7200.0,0
2025-02-24,Monday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,90,26,64,5720.0,0
2025-02-24,Monday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,74,25,49,21250.0,0
2025-02-24,Monday,BEV-001,Coca Cola 1.5L,Beverages,450,10%,119,23,96,9315.0,0
2025-02-24,Monday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,181,15,166,3450.0,0
2025-02-24,Monday,PER-002,Lifebuoy Soap,Personal Care,150,0%,193,34,159,5100.0,0
2025-02-25,Tuesday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,199,16,183,20000.0,0
2025-02-25,Tuesday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,69,20,49,22000.0,0
2025-02-25,Tuesday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,123,26,97,9880.0,0
2025-02-25,Tuesday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,80,30,50,34500.0,0
2025-02-25,Tuesday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,207,14,193,10500.0,0
2025-02-25,Tuesday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,88,42,46,10500.0,0
2025-02-25,Tuesday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,158,39,119,11700.0,0
2025-02-25,Tuesday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,64,26,38,5720.0,0
2025-02-25,Tuesday,PAN-002,Marina Coconut Oil 1L,Pantry,850,10%,49,15,34,11475.0,0
2025-02-25,Tuesday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,96,14,82,6300.0,0
2025-02-25,Tuesday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,166,8,158,1840.0,0
2025-02-25,Tuesday,PER-002,Lifebuoy Soap,Personal Care,150,10%,159,37,122,4995.0,0
2025-02-26,Wednesday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,183,8,175,10000.0,0
2025-02-26,Wednesday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,49,14,35,15400.0,0
2025-02-26,Wednesday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,97,27,70,10260.0,0
2025-02-26,Wednesday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,50,22,28,25300.0,0
2025-02-26,Wednesday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,193,12,181,9000.0,0
2025-02-26,Wednesday,SNA-001,Munchee Super Cream Cracker,Snacks,250,10%,46,38,8,8550.0,0
2025-02-26,Wednesday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,119,28,91,8400.0,0
2025-02-26,Wednesday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,238,15,223,3300.0,0
2025-02-26,Wednesday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,234,17,217,14450.0,0
2025-02-26,Wednesday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,82,19,63,8550.0,0
2025-02-26,Wednesday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,158,19,139,4370.0,0
2025-02-26,Wednesday,PER-002,Lifebuoy Soap,Personal Care,150,0%,122,31,91,4650.0,0
2025-02-27,Thursday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,175,14,161,17500.0,0
2025-02-27,Thursday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,235,20,215,22000.0,0
2025-02-27,Thursday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,70,30,40,11400.0,0
2025-02-27,Thursday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,228,23,205,26450.0,0
2025-02-27,Thursday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,181,10,171,7500.0,0
2025-02-27,Thursday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,208,42,166,10500.0,0
2025-02-27,Thursday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,91,19,72,5700.0,0
2025-02-27,Thursday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,223,25,198,5500.0,0
2025-02-27,Thursday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,217,18,199,15300.0,0
2025-02-27,Thursday,BEV-001,Coca Cola 1.5L,Beverages,450,10%,63,16,47,6480.0,0
2025-02-27,Thursday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,139,18,121,4140.0,0
2025-02-27,Thursday,PER-002,Lifebuoy Soap,Personal Care,150,0%,91,29,62,4350.0,0
2025-02-28,Friday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,161,17,144,21250.0,0
2025-02-28,Friday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,215,27,188,29700.0,0
2025-02-28,Friday,GRO-003,Mysore Dhal 1kg,Grocery,380,10%,40,35,5,11970.0,0
2025-02-28,Friday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,205,33,172,37950.0,0
2025-02-28,Friday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,171,6,165,4500.0,0
2025-02-28,Friday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,166,31,135,7750.0,0
2025-02-28,Friday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,72,18,54,5400.0,0
2025-02-28,Friday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,198,24,174,5280.0,0
2025-02-28,Friday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,199,15,184,12750.0,0
2025-02-28,Friday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,47,16,31,7200.0,0
2025-02-28,Friday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,121,20,101,4600.0,0
2025-02-28,Friday,PER-002,Lifebuoy Soap,Personal Care,150,0%,62,36,26,5400.0,0
2025-03-01,Saturday,GRO-001,Keeri Samba 5kg,Grocery,1250,10%,144,16,128,18000.0,0
2025-03-01,Saturday,GRO-002,Nadu Rice 5kg,Grocery,1100,10%,188,16,172,15840.0,0
2025-03-01,Saturday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,205,36,169,13680.0,0
2025-03-01,Saturday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,172,47,125,54050.0,0
2025-03-01,Saturday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,165,12,153,9000.0,0
2025-03-01,Saturday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,135,42,93,10500.0,0
2025-03-01,Saturday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,54,33,21,9900.0,0
2025-03-01,Saturday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,174,16,158,3520.0,0
2025-03-01,Saturday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,184,23,161,19550.0,0
2025-03-01,Saturday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,231,22,209,9900.0,0
2025-03-01,Saturday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,101,16,85,3680.0,0
2025-03-01,Saturday,PER-002,Lifebuoy Soap,Personal Care,150,0%,226,46,180,6900.0,0
2025-03-02,Sunday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,128,19,109,23750.0,0
2025-03-02,Sunday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,172,22,150,24200.0,0
2025-03-02,Sunday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,169,56,113,21280.0,0
2025-03-02,Sunday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,125,32,93,36800.0,0
2025-03-02,Sunday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,153,16,137,12000.0,0
2025-03-02,Sunday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,93,44,49,11000.0,0
2025-03-02,Sunday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,221,22,199,6600.0,0
2025-03-02,Sunday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,158,16,142,3520.0,0
2025-03-02,Sunday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,161,28,133,23800.0,0
2025-03-02,Sunday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,209,28,181,12600.0,0
2025-03-02,Sunday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,85,15,70,3450.0,0
2025-03-02,Sunday,PER-002,Lifebuoy Soap,Personal Care,150,10%,180,40,140,5400.0,0
2025-03-03,Monday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,109,10,99,12500.0,0
2025-03-03,Monday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,150,22,128,24200.0,0
2025-03-03,Monday,GRO-003,Mysore Dhal 1kg,Grocery,380,10%,113,41,72,14022.0,0
2025-03-03,Monday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,93,29,64,33350.0,0
2025-03-03,Monday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,137,7,130,5250.0,0
2025-03-03,Monday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,49,25,24,6250.0,0
2025-03-03,Monday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,199,26,173,7800.0,0
2025-03-03,Monday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,10%,142,26,116,5148.0,0
2025-03-03,Monday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,133,14,119,11900.0,0
2025-03-03,Monday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,181,15,166,6750.0,0
2025-03-03,Monday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,70,14,56,3220.0,0
2025-03-03,Monday,PER-002,Lifebuoy Soap,Personal Care,150,0%,140,30,110,4500.0,0
2025-03-04,Tuesday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,99,13,86,16250.0,0
2025-03-04,Tuesday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,128,13,115,14300.0,0
2025-03-04,Tuesday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,72,31,41,11780.0,0
2025-03-04,Tuesday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,64,31,33,35650.0,0
2025-03-04,Tuesday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,130,13,117,9750.0,0
2025-03-04,Tuesday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,224,25,199,6250.0,0
2025-03-04,Tuesday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,173,21,152,6300.0,0
2025-03-04,Tuesday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,116,21,95,4620.0,0
2025-03-04,Tuesday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,119,11,108,9350.0,0
2025-03-04,Tuesday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,166,19,147,8550.0,0
2025-03-04,Tuesday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,56,7,49,1610.0,0
2025-03-04,Tuesday,PER-002,Lifebuoy Soap,Personal Care,150,0%,110,20,90,3000.0,0
2025-03-05,Wednesday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,86,19,67,23750.0,0
2025-03-05,Wednesday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,115,27,88,29700.0,0
2025-03-05,Wednesday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,41,34,7,12920.0,0
2025-03-05,Wednesday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,233,31,202,35650.0,0
2025-03-05,Wednesday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,117,12,105,9000.0,0
2025-03-05,Wednesday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,199,32,167,8000.0,0
2025-03-05,Wednesday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,152,31,121,9300.0,0
2025-03-05,Wednesday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,95,27,68,5940.0,0
2025-03-05,Wednesday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,108,16,92,13600.0,0
2025-03-05,Wednesday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,147,20,127,9000.0,0
2025-03-05,Wednesday,PER-001,Signal Toothpaste 120g,Personal Care,230,10%,49,15,34,3105.0,0
2025-03-05,Wednesday,PER-002,Lifebuoy Soap,Personal Care,150,0%,90,23,67,3450.0,0
2025-03-06,Thursday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,67,16,51,20000.0,0
2025-03-06,Thursday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,88,19,69,20900.0,0
2025-03-06,Thursday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,207,23,184,8740.0,0
2025-03-06,Thursday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,202,24,178,27600.0,0
2025-03-06,Thursday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,105,9,96,6750.0,0
2025-03-06,Thursday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,167,17,150,4250.0,0
2025-03-06,Thursday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,121,14,107,4200.0,0
2025-03-06,Thursday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,68,23,45,5060.0,0
2025-03-06,Thursday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,92,16,76,13600.0,0
2025-03-06,Thursday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,127,18,109,8100.0,0
2025-03-06,Thursday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,234,5,229,1150.0,0
2025-03-06,Thursday,PER-002,Lifebuoy Soap,Personal Care,150,0%,67,25,42,3750.0,0
2025-03-07,Friday,GRO-001,Keeri Samba 5kg,Grocery,1250,10%,51,19,32,21375.0,0
2025-03-07,Friday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,69,16,53,17600.0,0
2025-03-07,Friday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,184,36,148,13680.0,0
2025-03-07,Friday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,178,23,155,26450.0,0
2025-03-07,Friday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,96,8,88,6000.0,0
2025-03-07,Friday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,150,27,123,6750.0,0
2025-03-07,Friday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,107,20,87,6000.0,0
2025-03-07,Friday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,45,29,16,6380.0,0
2025-03-07,Friday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,76,18,58,15300.0,0
2025-03-07,Friday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,109,14,95,6300.0,0
2025-03-07,Friday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,229,11,218,2530.0,0
2025-03-07,Friday,PER-002,Lifebuoy Soap,Personal Care,150,0%,42,27,15,4050.0,0
2025-03-08,Saturday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,232,21,211,26250.0,0
2025-03-08,Saturday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,53,32,21,35200.0,0
2025-03-08,Saturday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,148,43,105,16340.0,0
2025-03-08,Saturday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,155,19,136,21850.0,0
2025-03-08,Saturday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,88,18,70,13500.0,0
2025-03-08,Saturday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,123,54,69,13500.0,0
2025-03-08,Saturday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,87,40,47,12000.0,0
2025-03-08,Saturday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,216,29,187,6380.0,0
2025-03-08,Saturday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,58,28,30,23800.0,0
2025-03-08,Saturday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,95,26,69,11700.0,0
2025-03-08,Saturday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,218,21,197,4830.0,0
2025-03-08,Saturday,PER-002,Lifebuoy Soap,Personal Care,150,0%,215,36,179,5400.0,0
2025-03-09,Sunday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,211,15,196,18750.0,0
2025-03-09,Sunday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,221,30,191,33000.0,0
2025-03-09,Sunday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,105,36,69,13680.0,0
2025-03-09,Sunday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,136,36,100,41400.0,0
2025-03-09,Sunday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,70,12,58,9000.0,0
2025-03-09,Sunday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,69,44,25,11000.0,0
2025-03-09,Sunday,SNA-002,Maliban Lemon Puff,Snacks,300,10%,47,33,14,8910.0,0
2025-03-09,Sunday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,187,12,175,2640.0,0
2025-03-09,Sunday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,230,23,207,19550.0,0
2025-03-09,Sunday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,69,18,51,8100.0,0
2025-03-09,Sunday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,197,21,176,4830.0,0
2025-03-09,Sunday,PER-002,Lifebuoy Soap,Personal Care,150,0%,179,43,136,6450.0,0
2025-03-10,Monday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,196,14,182,17500.0,0
2025-03-10,Monday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,191,22,169,24200.0,0
2025-03-10,Monday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,69,24,45,9120.0,0
2025-03-10,Monday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,100,19,81,21850.0,0
2025-03-10,Monday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,58,11,47,8250.0,0
2025-03-10,Monday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,225,38,187,9500.0,0
2025-03-10,Monday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,214,27,187,8100.0,0
2025-03-10,Monday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,175,27,148,5940.0,0
2025-03-10,Monday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,207,18,189,15300.0,0
2025-03-10,Monday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,51,18,33,8100.0,0
2025-03-10,Monday,PER-001,Signal Toothpaste 120g,Personal Care,230,10%,176,8,168,1656.0,0
2025-03-10,Monday,PER-002,Lifebuoy Soap,Personal Care,150,0%,136,25,111,3750.0,0
2025-03-11,Tuesday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,182,8,174,10000.0,0
2025-03-11,Tuesday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,169,23,146,25300.0,0
2025-03-11,Tuesday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,45,27,18,10260.0,0
2025-03-11,Tuesday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,10%,81,19,62,19665.0,0
2025-03-11,Tuesday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,47,13,34,9750.0,0
2025-03-11,Tuesday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,187,40,147,10000.0,0
2025-03-11,Tuesday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,187,33,154,9900.0,0
2025-03-11,Tuesday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,10%,148,16,132,3168.0,0
2025-03-11,Tuesday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,189,21,168,17850.0,0
2025-03-11,Tuesday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,233,17,216,7650.0,0
2025-03-11,Tuesday,PER-001,Signal Toothpaste 120g,Personal Care,230,10%,168,17,151,3519.0,0
2025-03-11,Tuesday,PER-002,Lifebuoy Soap,Personal Care,150,0%,111,29,82,4350.0,0
2025-03-12,Wednesday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,174,15,159,18750.0,0
2025-03-12,Wednesday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,146,18,128,19800.0,0
2025-03-12,Wednesday,GRO-003,Mysore Dhal 1kg,Grocery,380,10%,218,25,193,8550.0,0
2025-03-12,Wednesday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,10%,62,18,44,18630.0,0
2025-03-12,Wednesday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,234,12,222,9000.0,0
2025-03-12,Wednesday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,147,35,112,8750.0,0
2025-03-12,Wednesday,SNA-002,Maliban Lemon Puff,Snacks,300,10%,154,36,118,9720.0,0
2025-03-12,Wednesday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,132,22,110,4840.0,0
2025-03-12,Wednesday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,168,19,149,16150.0,0
2025-03-12,Wednesday,BEV-001,Coca Cola 1.5L,Beverages,450,0%,216,23,193,10350.0,0
2025-03-12,Wednesday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,151,13,138,2990.0,0
2025-03-12,Wednesday,PER-002,Lifebuoy Soap,Personal Care,150,0%,82,28,54,4200.0,0
2025-03-13,Thursday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,159,14,145,17500.0,0
2025-03-13,Thursday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,128,27,101,29700.0,0
2025-03-13,Thursday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,193,23,170,8740.0,0
2025-03-13,Thursday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,44,24,20,27600.0,0
2025-03-13,Thursday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,222,12,210,9000.0,0
2025-03-13,Thursday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,112,21,91,5250.0,0
2025-03-13,Thursday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,118,42,76,12600.0,0
2025-03-13,Thursday,PAN-001,Prima Wheat Flour 1kg,Pantry,220,0%,110,23,87,5060.0,0
2025-03-13,Thursday,PAN-002,Marina Coconut Oil 1L,Pantry,850,0%,149,16,133,13600.0,0
2025-03-13,Thursday,BEV-001,Coca Cola 1.5L,Beverages,450,10%,193,21,172,8505.0,0
2025-03-13,Thursday,PER-001,Signal Toothpaste 120g,Personal Care,230,0%,138,13,125,2990.0,0
2025-03-13,Thursday,PER-002,Lifebuoy Soap,Personal Care,150,10%,54,37,17,4995.0,0
2025-03-14,Friday,GRO-001,Keeri Samba 5kg,Grocery,1250,0%,145,14,131,17500.0,0
2025-03-14,Friday,GRO-002,Nadu Rice 5kg,Grocery,1100,0%,101,14,87,15400.0,0
2025-03-14,Friday,GRO-003,Mysore Dhal 1kg,Grocery,380,0%,170,35,135,13300.0,0
2025-03-14,Friday,DAI-001,Anchor Milk Powder 400g,Dairy,1150,0%,220,22,198,25300.0,0
2025-03-14,Friday,DAI-002,Kotmale Butter 200g,Dairy,750,0%,210,13,197,9750.0,0
2025-03-14,Friday,SNA-001,Munchee Super Cream Cracker,Snacks,250,0%,91,22,69,5500.0,0
2025-03-14,Friday,SNA-002,Maliban Lemon Puff,Snacks,300,0%,76,31,45,9300.0,0
